Dataset: ;Last updated: ;Time frequency;Tenure status;Unit of measure;Time;HHCOMP (Labels);Region;Year;Value
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Unterfranken;Household composed of couple in registered partnership;211
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Unterfranken;Household composed of couple in registered partnership with at least one resident child under 25 years;27
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Unterfranken;Household composed of couple in consensual union;37129
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Unterfranken;Household composed of couple in consensual union with at least one resident child under 25 years;10240
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Unterfranken;Household composed of lone father living with at least one child;6906
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Unterfranken;Household composed of lone father with at least one resident child 25 years or older;2465
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Unterfranken;Household composed of lone mother with at least one resident child under 25 years;23977
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Unterfranken;Household composed of two-or-more-family nucleus;8951
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Unterfranken;One-person household;186618
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;Total;778840
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;Household composed of married couple;373922
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;Household composed of married couple with at least one resident child under 25 years;173229
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;Household composed of couple in registered partnership;328
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;Household composed of couple in registered partnership with at least one resident child under 25 years;27
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;Household composed of couple in consensual union;51111
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;Household composed of couple in consensual union with at least one resident child under 25 years;14547
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;Household composed of lone father living with at least one child;8778
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;Household composed of lone father with at least one resident child 25 years or older;3074
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;Household composed of lone mother with at least one resident child under 25 years;33742
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;Household composed of two-or-more-family nucleus;10031
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Schwaben;One-person household;272763
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Total;1770443
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of married couple;512915
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of married couple with at least one resident child under 25 years;185600
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of couple in registered partnership;3501
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of couple in registered partnership with at least one resident child under 25 years;263
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of couple in consensual union;146536
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of couple in consensual union with at least one resident child under 25 years;54913
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of lone father living with at least one child;17787
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of lone father with at least one resident child 25 years or older;4189
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of lone mother with at least one resident child under 25 years;112822
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of two-or-more-family nucleus;11888
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;One-person household;875221
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Total;1770443
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of married couple;512915
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of married couple with at least one resident child under 25 years;185600
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of couple in registered partnership;3501
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of couple in registered partnership with at least one resident child under 25 years;263
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of couple in consensual union;146536
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of couple in consensual union with at least one resident child under 25 years;54913
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of lone father living with at least one child;17787
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of lone father with at least one resident child 25 years or older;4189
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of lone mother with at least one resident child under 25 years;112822
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;Household composed of two-or-more-family nucleus;11888
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Berlin;One-person household;875221
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Brandenburg;Total;1165286
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Brandenburg;Household composed of married couple;513568
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Brandenburg;Household composed of married couple with at least one resident child under 25 years;155050
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Brandenburg;Household composed of couple in registered partnership;709
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Brandenburg;Household composed of couple in registered partnership with at least one resident child under 25 years;87
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Brandenburg;Household composed of couple in consensual union;112189
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Brandenburg;Household composed of couple in consensual union with at least one resident child under 25 years;52863
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Brandenburg;Household composed of lone father living with at least one child;13369
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Brandenburg;Household composed of lone father with at least one resident child 25 years or older;4562
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Brandenburg;Household composed of lone mother with at least one resident child under 25 years;61667
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Brandenburg;Household composed of two-or-more-family nucleus;15800
