Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting)
"Germany","NET.DE_SN","Martina Strakova","DESN076","Collmberg","SPO.DE_DESN076_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","13.540","ug/m3","98.45","1","Background","Rural","13.0094","51.3038","313.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DESN076&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_MV","Thomas Draheim","DEMV019","Güstrow","SPO.DE_DEMV019_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","17.050","ug/m3","99.91","1","Background","Urban","12.1755","53.7818","17.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DEMV019&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW009","Heidelberg","SPO.DE_DEBW009_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","17.017","ug/m3","99.27","1","Background","Urban","8.6767","49.4195","112.0","Heidelberg                                                                      ","DE522C1                                           ","161485","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DEBW009&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW068","Soest-Ost","SPO.DE_DENW068_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","15.931","ug/m3","99.27","1","Background","Rural","8.1480","51.5707","108.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DENW068&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SN","Martina Strakova","DESN051","Radebeul-Wahnsdorf","SPO.DE_DESN051_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","15.976","ug/m3","97.63","1","Background","Rural","13.6750","51.1195","246.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DESN051&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SH","Dr. Barbara Mathieu-Üffing","DESH056","Eggebek","SPO.DE_DESH056_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","14.871","ug/m3","31.65","1","Background","Rural","9.3637","54.6167","14.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DESH056&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_MV","Thomas Draheim","DEMV024","Leizen","SPO.DE_DEMV024_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2016","16.809","ug/m3","99.56","1","Background","Rural","12.4639","53.3963","116.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA.DE_DEMV024&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BE","Dr. Katja Grunnow","DEBE069","Berlin Mariendorfer Damm","SPO.DE_DEBE069_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","30.051","ug/m3","97.90","1","Traffic","Urban","13.3877","52.4381","50.0","Berlin                                                                          ","DE001C1                                           ","3669491","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DEBE069&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_MV","Thomas Draheim","DEMV017","Göhlen","SPO.DE_DEMV017_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","18.008","ug/m3","99.78","1","Background","Rural","11.3630","53.3024","25.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DEMV017&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_ST","Torsten Bayer","DEST066","Wittenberg/Bahnstrasse","SPO.DE_DEST066_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","14.627","ug/m3","98.50","3","Background","Urban","12.6637","51.8709","71.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DEST066&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW076","Baden-Baden","SPO.DE_DEBW076_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","11.443","ug/m3","78.01","3","Background","Suburban","8.2202","48.7731","148.0","","","","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_SL","Ingrid Zell","DESL010","Saarbrücken-Burbach","SPO.DE_DESL010_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","16.640","ug/m3","99.68","1","Background","Urban","6.9488","49.2442","211.0","Saarbrücken                                                                     ","DE040C1                                           ","180374","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DESL010&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HE","Diana Rose","DEHE018","Raunheim","SPO.DE_DEHE018_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","20.316","ug/m3","98.36","1","Background","Urban","8.4515","50.0103","90.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DEHE018&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BB","Hannes Brauer","DEBB067","Nauen","SPO.DE_DEBB067_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","17.888","ug/m3","99.66","1","Background","Suburban","12.8853","52.6085","31.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DEBB067&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SN","Martina Strakova","DESN079","Niesky","SPO.DE_DESN079_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","12.978","ug/m3","73.50","3","Background","Rural","14.7497","51.2854","148.0","","","","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_HB","Andrea Schemmel","DEHB001","Bremen-Mitte","SPO.DE_DEHB001_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","17.257","ug/m3","99.36","1","Background","Urban","8.8158","53.0772","10.0","Bremen                                                                          ","DE012C1                                           ","567559","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DEHB001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NI","Andreas Hainsch","DENI060","Wendland","SPO.DE_DENI060_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","13.177","ug/m3","99.44","1","Background","Rural","11.1671","52.9570","16.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DENI060&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HE","Diana Rose","DEHE018","Raunheim","SPO.DE_DEHE018_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","15.826","ug/m3","99.85","1","Background","Urban","8.4515","50.0103","90.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DEHE018&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_MV","Thomas Draheim","DEMV017","Göhlen","SPO.DE_DEMV017_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2016","18.542","ug/m3","99.37","1","Background","Rural","11.3630","53.3024","25.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA.DE_DEMV017&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BY","Susanne Schmid","DEBY033","Landshut/Podewilsstraße","SPO.DE_DEBY033_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","16.123","ug/m3","96.41","1","Traffic","Urban","12.1571","48.5398","390.0","Landshut                                                                        ","DE067C1                                           ","73411","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DEBY033&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_UB","Bryan Hellack","DEUB001","Westerland","SPO.DE_DEUB001_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","18.814","ug/m3","95.53","1","Background","Rural","8.3082","54.9250","12.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DEUB001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW116","Krefeld (Hafen)","SPO.DE_DENW116_PM1_dataGroup3","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","20.818","ug/m3","16.61","1","Industrial","Suburban","6.6702","51.3426","34.0","Krefeld                                                                         ","DE508C1                                           ","227417","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DENW116&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SN","Martina Strakova","DESN025","Leipzig-Mitte","SPO.DE_DESN025_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","19.232","ug/m3","99.36","1","Traffic","Urban","12.3772","51.3442","110.0","Leipzig                                                                         ","DE008C1                                           ","593145","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DESN025&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_ST","Torsten Bayer","DEST066","Wittenberg/Bahnstrasse","SPO.DE_DEST066_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","17.562","ug/m3","99.03","1","Background","Urban","12.6637","51.8709","71.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DEST066&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SN","Martina Strakova","DESN091","Zwickau-Werdauer Str.","SPO.DE_DESN091_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","18.483","ug/m3","99.64","1","Traffic","Urban","12.4866","50.7204","267.0","Zwickau                                                                         ","DE544C1                                           ","88690","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DESN091&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW080","Karlsruhe Reinhold-Frank-Straße","SPO.DE_DEBW080_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","17.947","ug/m3","99.46","1","Traffic","Urban","8.3872","49.0080","119.0","Karlsruhe                                                                       ","DE035C1                                           ","312060","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW080&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW034","Duisburg-Walsum","SPO.DE_DENW034_PM1_dataGroup3","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2016","20.929","ug/m3","81.84","1","Industrial","Urban","6.7484","51.5240","17.0","Duisburg                                                                        ","DE501C1                                           ","498686","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA.DE_DENW034&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BY","Susanne Schmid","DEBY077","Würzburg/Kopfklinik","SPO.DE_DEBY077_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","14.298","ug/m3","98.10","3","Background","Suburban","9.9564","49.8047","226.0","Würzburg                                                                        ","DE524C1                                           ","127934","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW125","Pfinztal Karlsruher Straße","SPO.DE_DEBW125_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","18.441","ug/m3","99.82","1","Traffic","Suburban","8.5263","49.0037","135.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DEBW125&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
