WHO Region,ISO3,WHO Country Name,City or Locality,Measurement Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),PM25 temporal coverage (%),PM10 temporal coverage (%),NO2 temporal coverage (%),Reference,Number and type of monitoring stations,Version of the database,Status
European Region,DEU,Germany,Bernhausen,2010,,22.63,32.84,,99.3665,95.525,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Bezirk Charlottenburg-Wilmersdorf,2018,,,45.63,,,98.070776255,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Charlottenburg-Wilmersdorf,2019,,,39.09,,,98.6796042633333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Friedrichshain-Kreuzberg,2018,,,43.42,,,98.7062404866666,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Friedrichshain-Kreuzberg,2019,,,41.28,,,99.0011415525,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Lichtenberg,2018,,,46.63,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Lichtenberg,2019,,,43.14,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Neukölln,2018,,,52.47,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Neukölln,2019,,,47.05,,,97.3515981733333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Pankow,2018,,,44.62,,,96.16438356,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Pankow,2019,,,40.14,,,96.16438356,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Reinickendorf,2018,,,35.88,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Reinickendorf,2019,,,33.32,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Spandau,2018,,,47.49,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Spandau,2019,,,40.42,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Steglitz-Zehlendorf,2019,,,34.33,,,96.05022831,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Tempelhof-Schöneberg,2018,,,46.89,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Tempelhof-Schöneberg,2019,,,36.96,,,98.6796042633333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Treptow-Köpenick,2018,,,50.07,,,92.32876712,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bezirk Treptow-Köpenick,2019,,,43.96,,,98.03082192,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Biberach,2010,,18.95,20.14,,99.6235,95.479,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Biberach An Der Riss,2013,,16.32,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Biberach An Der Riss,2014,,15.8,18.39,,,98.12785388,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Biberach An Der Riss,2015,,17.57,18.03,,,98.12785388,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Biberach An Der Riss,2016,,16.26,16.92,,,97.98497268,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Biberach An Der Riss,2017,,14.86,16.82,,,97.87671233,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Biberach An Der Riss,2018,,15.87,17.04,,,97.9109589,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Biberach An Der Riss,2019,,13.87,15.76,,,98.01369863,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bielefeld,2010,,24.1,32.8,,97.1175,95.034,European Environment Agency (downloaded in 2021),4 urban,2022,
European Region,DEU,Germany,Bielefeld,2013,,,34.46,,,96.72754947,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bielefeld,2014,,22.32,33.91,,,96.7846270933333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bielefeld,2015,,21.05,34.19,,,91.26712329,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bielefeld,2016,,20.77,37.06,,,96.653005465,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bielefeld,2017,,21.21,34.67,,,89.6461187225,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bielefeld,2018,,22.71,34.8,,,97.06392694,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bielefeld,2019,,18.77,31.19,,,97.052511416,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bietigheim-Bissingen,2013,,,44.89,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bietigheim-Bissingen,2017,,,37.37,,,99.7260274,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bitterfeld,2010,,17.11,8.83,,96.45,98.368,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Bitterfeld-Wolfen,2010,,22.98,15.7,,99.612,98.71,European Environment Agency (downloaded in 2021),2 suburban,2022,
European Region,DEU,Germany,Bitterfeld-Wolfen,2014,,21.13,14.66,,,99.49771689,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bitterfeld-Wolfen,2015,,17.6,14.64,,,98.76712329,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bitterfeld-Wolfen,2016,,16.93,14.29,,,99.39663024,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bitterfeld-Wolfen,2017,,16.38,14.43,,,97.53424658,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bitterfeld-Wolfen,2018,,18.66,13.43,,,99.42922374,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bitterfeld-Wolfen,2019,,15.26,13.22,,,99.08675799,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Blankenfelde-Mahlow,2013,,19.89,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Blankenfelde-Mahlow,2014,17.9,22.11,14.56,,,99.94292237,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Blankenfelde-Mahlow,2015,14.29,19.58,16.02,,,99.92009132,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Blankenfelde-Mahlow,2016,15.77,19.84,15.72,,,99.93169399,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Blankenfelde-Mahlow,2017,17.41,20.03,15.22,,,99.96575342,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Blankenfelde-Mahlow,2018,15.68,20.54,16.29,,,99.89726027,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Blankenfelde-Mahlow,2019,11.86,17.36,14.33,,,99.9086758,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bochum,2013,,,53.1,,,95.34246575,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bochum,2014,,,50.57,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bochum,2015,,,47.4,,,81.91780822,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bochum,2016,,,49.5,,,99.18032787,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bochum,2017,,,50.62,,,92.87671233,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bochum,2018,,,48.15,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bochum,2019,,,38.01,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bönen,2013,,,42.64,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bönen,2014,,,42.85,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bönen,2015,,,37.46,,,81.91780822,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bönen,2016,,,39.04,,,99.18032787,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bönen,2017,,,38.85,,,92.87671233,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bönen,2018,,,36.23,,,96.80365297,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bonn,2010,,26.07,29.83,,95.845,94.418,European Environment Agency (downloaded in 2021),2 suburban,2022,
European Region,DEU,Germany,Bonn,2013,,20.87,41.83,,,98.37519026,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bonn,2014,,19.97,41.17,,,97.0547945233333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bonn,2015,,19.72,41.03,,,86.8074581433333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bonn,2016,,17.43,39.55,,,98.83120826,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bonn,2017,,16.9,37.63,,,88.4474885833333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bonn,2018,,19.21,39.02,,,98.0365296833333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bonn,2019,,15.18,33.52,,,98.2496194833333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borken,2010,,23.95,20.72,,98.63,93.767,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Borken,2013,,,18.07,,,95.84474886,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borken,2014,,20.64,18.13,,,94.543379,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borken,2015,,18.96,17.66,,,95.53652968,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borken,2016,,18.67,18.51,,,95.78779599,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borken,2017,,19.44,18.7,,,96.38127854,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borken,2018,,19.52,17.05,,,95.89041096,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borken,2019,,16.42,17.28,,,95.57077626,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borna,2010,,26.25,28.88,,91.5295,99.361,European Environment Agency (downloaded in 2021),3 urban,2022,
European Region,DEU,Germany,Borna,2013,,23.02,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borna,2014,,23.77,22.73,,,98.36757991,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borna,2015,,20.65,21.62,,,99.37214612,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borna,2016,,19.15,19.57,,,99.52185792,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borna,2017,,17.3,19.16,,,99.36073059,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borna,2018,,19.31,19.41,,,99.36073059,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Borna,2019,,15.35,16.82,,,99.17808219,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bosel,2010,15.26,20.98,13.48,99.543,97.717,93.048,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Bosel,2013,13.16,20.48,15.17,,,95.33105023,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bosel,2014,15.42,24.1,15.37,,,95.85616438,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bosel,2015,12.45,21.17,14.13,,,95.93607306,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bosel,2016,13.24,20.3,14.5,,,95.69672131,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bosel,2017,11.89,18.1,13.27,,,95.15981735,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bosel,2018,13.31,18.44,15.08,,,95.93607306,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bosel,2019,10.27,16.05,13.3,,,95.89041096,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bottrop,2010,,27.28,28.88,,94.635,92.523,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Bottrop,2013,,,31.88,,,95.525114155,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bottrop,2014,,23.48,32.51,,,94.57762557,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bottrop,2015,,21.9,31.98,,,91.94063927,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bottrop,2016,,21.56,32.5,,,97.15960838,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bottrop,2017,,21.06,31.9,,,93.339041095,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bottrop,2018,,20.88,29.79,,,97.4543379,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Bottrop,2019,,18.91,28.91,,,95.9760274,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Brandenburg,2010,,28.65,43.39,,90.0685,97.454,European Environment Agency (downloaded in 2021),3 urban,2022,
European Region,DEU,Germany,Brandenburg An Der Havel,2010,20.22,22.16,16.0,96.53,95.331,94.155,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Brandenburg An Der Havel,2014,17.93,23.2,20.3,,,99.429223745,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Brandenburg An Der Havel,2015,13.53,18.58,18.98,,,99.788812785,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Brandenburg An Der Havel,2016,14.03,18.69,21.34,,,99.94877049,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Brandenburg An Der Havel,2017,14.74,18.57,19.1,,,98.6586758,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Brandenburg An Der Havel,2018,13.92,21.49,19.89,,,99.805936075,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Brandenburg An Der Havel,2019,11.14,17.9,17.81,,,99.857305935,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braubach,2010,,20.44,,,84.11,,European Environment Agency (downloaded in 2021),1 rural,2022,
European Region,DEU,Germany,Braubach,2013,,18.49,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braubach,2014,,15.7,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braubach,2015,,15.68,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braubach,2016,,14.33,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braubach,2017,,15.15,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braubach,2018,,15.72,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braubach,2019,,13.45,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braunlage,2010,6.34,8.47,6.54,97.123,99.509,95.445,European Environment Agency (downloaded in 2021),3 rural,2022,
European Region,DEU,Germany,Braunlage,2013,,9.45,6.71,,,94.94292237,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braunlage,2014,,7.41,6.35,,,96.00456621,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braunlage,2015,,9.54,6.14,,,95.73059361,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braunlage,2016,,8.28,5.83,,,95.00227687,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braunlage,2017,,7.99,5.65,,,95.47945205,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braunlage,2018,,10.45,5.87,,,95.46803653,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braunlage,2019,,8.09,4.74,,,95.1369863,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Braunschweig,2010,,22.98,33.67,,97.7115,95.4455,European Environment Agency (downloaded in 2021),"2 suburban, 2 urban",2022,
European Region,DEU,Germany,Braunschweig,2013,,20.34,28.43,,,95.51369863,European Environment Agency (downloaded in 2021),,2022,
